mntiadd,mntiadmin,mntiadminnum,mntidetails,mntihigh,mntilistno,mntiname,mntinfdt,mntisname,mntisummary,mntitop
부산광역시 서구 서대신동3가 ,서구청,051-240-4000,"부산광역시의 대표적인 진산중의 하나인 구덕산은 울창한 수림을 자랑하고 있다. 구덕산은 해발 562m로 북구 학장동과 사하구 당리동, 서구 서대신동의 경계에 솟아 있다. 태백산맥의 말단 금정산 줄기 끝자락에 있으며, 북동쪽으로는 엄광산에, 남서쪽으로는 시약산에 각각 이어져 있다. 산기슭에는 구덕사가 있고, 시민의 휴식공간으로도 널리 이용되고 있는 대신공원과 한때 대규모 꽃 재배단지로 유명했던 꽃마을, 구덕 수원지 등을 품고 있어 곳곳에 원예수와 꽃이 재배되어 시민들의 산책로로도 많이 이용된다. 구덕고개 밑으로는 구덕 터널이 뚫려 있다. 예전에는 이 산을 구덕산(舊德山) 또는 엄광산(嚴光山)이라고 불렀다.",545.3,261400101,구덕산,20201201, , , 
강원특별자치도 정선군 정선읍 귤암리,정선군청,033-562-3911,( - ),0.0,427709701,구뎅이산,20201201, , , 
경상남도 남해군 설천면 문의리,남해군청,055-860-3114,"구두산은 설천면사무소가 있는 남양마을 조금 못 미쳐 있는 문의마을 산길을 따라 오른다. 문의마을에서 걸어 올라가면 1시간, 차량으로는 약 10분 정도 걸린다.
구두산 정상에서 바라보면 삼면은 바다요 남쪽은 연봉이다. 크고 작은 섬은 여기저기 떠 있고 그사이를 떠가는 일엽편주, 물 위를 날 듯 하얀 물줄기를 가르며 경쾌하게 달리는 한려수도의 쾌속선 엔젤호, 바다 건너 넓은 들녘과 높고 낮은 산, 그리고 촌락이 군데군데 떼 지어 모여 앉아 있다. 동으로 삼천포, 사천, 북으로 바다 건너 금오산의 성급한 산줄기가 내리뻗고 서쪽으로 섬진강 하류, 광양, 모두가 고요 속에 잠겨 한 편의 시를 읊고 있는 기분이다. 산정에서 북쪽으로 조금 내려가면 남해대교가 굽어 보인다.",377.9,488400501,구두산,20201201, , , 
경상남도 남해군 설천면 덕신리,남해군청,055-860-3114,( - ),0.0,488400601,구들뫼,20201201, , , 
경기도 양평군 양동면 고송리,양평군청,031-773-5101,( - ),326.0,418300701,구락산,20201201, , , 
서울특별시 서초구 염곡동 ,서초구청,02-2155-6114,"구룡산은 포이와 양재지역에서 가깝게 갈 수 있는 부담 없는 산이다. 국수봉이라고도 불렸던 구룡산은 옛날 임신한 여인이 용 10마리가 하늘로 승천하는 것을 보고 놀라, 소리를 지르는 바람에 한 마리가 떨어져 죽고 9마리만 하늘로 올라가 구룡산이라 불렸다는 전설이 있다. 산 높이가 약 300m 정도의 야산에 불과할지 모르나 친지 가족과 함께 부담 없이 하는 산행 코스로는 제격이며, 아침 일찍 운동을 즐기기에도 제격인 산이라 할 수 있다. 강남 시내의 전경을 한눈에 바라볼 수 있어서 한번 가볼 만하다. 신갈나무, 리기다소나무, 아카시아, 현사시나무 등이 산재해 있다. 높거나 험하지 않아 부담 없는 산행이나 아침 운동을 즐기기에 적당한 산이다. 양재 사거리에서 성남 방향으로 1.5km 떨어진 염곡 사거리 동쪽 능선 끝에서 올라가면 된다.",307.7,116500101,구룡산,20201201, , , 
강원특별자치도 영월군 상동읍 천평리,영월군청,1577-0545,"높이 1,266m. 소백산맥에 속한 산으로 주위에 선달산 ·문수산이 솟아 있다. 북쪽 비탈면을 흐르는 수계는 옥동천(玉洞川)으로 흘러들고, 남서쪽 비탈면에서 발원하는 수계는 내성천(乃城川)으로 흘러든다. 남서쪽에는 소백산국립공원이 자리 잡고 있으며, 동남쪽 기슭에는 국민 관광지인 오전(梧田)약수가 있다.",1345.72,427505101,구룡산,20201201, , , 
경상남도 사천시 사남면 우천리,사천시청,055-831-2114,( - ),383.5,482400201,구룡산,20201201, , , 
경상남도 창녕군 대합면 내울리,창녕군청,055-530-1000,( - ),209.1,487400301,구룡산,20201201, , , 
경상남도 창원시 의창구 북면 고암리,창원시청,1899-1111,"창원시 북면 굴현 고개에서 동읍 신방리, 다호리에 걸쳐져 있으며 정상 432M의 다소 낮은 산으로 주능선은 7.3km로 굴현 고개에서 신방초등학교로 이어진다. 정상부 능선은 저 멀리 김해, 밀양, 마산 등 조망이 우수하며 탁 트여 막힘이 없다. 대부분 토사로 이루어지고 사람이 많이 다니지 않아서 등산로 보존상태는 양호하다. 그렇게 험한 산이 아니므로 초보자도 산행할 수 있다. 단지 고암마을에서 정상까지는 다소 돌이 많고 급경사 구간이 있어 어려운 구간도 있다.",432.5,481100101,구룡산,20201201, , , 
경상북도 영천시 북안면 상리,영천시청,054-330-6000,"토질은 사질토로 등산로 경사가 보통으로 적당하여 소나무와 참나무가 등산로 주변 밀생되어 그늘이 있어 등산하기에 좋음.",674.82,472300201,구룡산,20201201, , , 
전라남도 고흥군 동일면 덕흥리,고흥군청,061-830-5114,( - ),238.6,467700101,구룡산,20201201, , , 
충청남도 당진시 구룡동 ,당진군청,041-350-3114,"당진읍 구룡리에 있는 구룡산은 산으로 향하는 시점이 많은 편이다. 산세가 험한 편이며, 수풀이 우거져 등산에 어려움이 있는 편이다.",0.0,448300101,구룡산,20201201, , , 
충청북도 보은군 내북면 용수리,보은군청,043-540-3000,"등산로 주변에는 수목명패와 자연 해설판 등을 달아 가족단위 행락객과 청소년 들의 자연학습 장소로 제공하며 울창한 참나무 숲으로 유명하고 약수터가 있어 등산객들의 발길이 이어지는 곳이다. ""자연훼손을 최소화하는 자연 친화적 삼림 욕장"".",0.0,437200301,구룡산,20201201, , , 
충청북도 청주시 서원구 산남동 ,청주시 서원구청,043-201-6114,"충북 청원군 현도면에 있는 구룡산은 산이 품고 있는 현암사와 시원하게 굽어 보이는 대청호, 그리고 이 지역주민들의 화합과 상생을 기원하는 장승 공원으로 유명한 곳이다. 한때 대통령 별장으로 쓰였던 청남대가 멀지 않은 곳에 있으며, 장승 공원에는 50개의 돌탑, 500여 개의 장승은 이 지역주민들의 지혜와 힘으로 만들어진 대화합의 공원이라 하겠다. 산행기점이 되는 현암사 주차장에서부터 가파른 철계단을 통과하면 현암사 대웅전과 요사채에 이르게 된다. 현암사에서 바라보는 대청호의 시원함이 턱에 차있던 숨을 가다듬게 한다. 평탄한 오솔길을 지나면 5층 석탑을 지나 산길은 정상을 향해 크게 굽이치게 된다. 정상에 도착하면 용이 금방이라도 승천할 것 같은 기세로 대청호를 내려다보고 있는 형상이다.",548.7,431100401,구룡산,20201201, , , 
강원특별자치도 양양군 서면 내현리,양양군청,033-670-2114,( - ),0.0,428305701,구룡산,20201201, , , 
강원특별자치도 영월군 무릉도원면 운학리,영월군청,1577-0545,"구룡산은 강원도 영월군 수주면을 감싸 흐르는 서만이 강변에서 북쪽으로 솟아 있는 산이다. 구룡산 남쪽 산자락 끝에 있는 '섬안'이라는 마을을 동, 남, 서쪽으로 감싸 흐르는 강줄기 이름이 서만이강인데 옛날 명칭은 '섬안이강'이라고 전해지고 있다.
 정상에 오르면 치악산과 매화산이 스카이라인을 이루고, 산갓봉, 화채봉, 백덕산, 사자산, 돼지봉, 배거리산 등 숲겨지 명산들이 주변에 있고, 선달산과 소백산, 금수산까지 보인다. 때 묻지 않고 수수하며 능선과 깨끗한 계곡이 좋고, 사철 등산하기에도 그만이다.",0.0,427500401,구룡산,20201201, , , 
충청남도 논산시 강산동 ,논산시청,041-746-5114,( - ),0.0,442303301,구르뫼산,20201201, , , 
경기도 광명시 하안동 ,광명시청,1688-3399,( - ),240.8,412100201,구름산,20201201, , , 
서울특별시  중랑구 신내동 ,중랑구청,02-2094-0114,( - ),177.9,112600201,구릉산,20201201, , , 
전라북도 무주군 적상면 방이리,무주군청,063-320-2114,( - ),659.0,457300201,구리골산,20201201, , , 
전라남도 보성군 보성읍 옥평리,보성군청,061-852-2181,( - ),0.0,467802101,구마산,20201201, , , 
강원특별자치도 홍천군 북방면 구만리,홍천군청,033-432-7801,( - ),0.0,427200601,구만산,20201201, , , 
경상북도 청도군 매전면 장연리,청도군청,054-370-6114,( - ),784.2,478200401,구만산,20201201, , , 
경기도 용인시 처인구 모현읍 갈담리,용인시청,1577-1122,( - ),199.2,414600301,구만이산,20201201, , , 
경상북도 청송군 현서면 화목리,청송군청,1577-7997,( - ),674.7,477500401,구무산,20201201, , , 
경상북도 경주시 현곡면 가정리,경주시청,054-748-9001,애오라지 산만 찾아다니는 산꾼들이라도 경주에 들어서면 가슴이 설렌다. 어딜 가나 역사와 전통의 향기에 마주치게 되는 천년고도이다. 비록 산만 찾아 나선 길이라 해도 언제 어디서 뜻밖의 문화유산과 접하게 될지 모른다는 기대를 해도 좋은 것이 경주 쪽 산행이다. 산행 초입에는 천도교의 유적지이자 성지인 용담정(龍潭亭)이 들어서 있어 색다른 경주의 역사유적을 만나는 기쁨도 있다.,594.4,471300601,구미산,20201201, , , 
충청북도 보은군 속리산면 구병리,보은군청,043-540-3000,"세종실록지리지에 상주 삼명산의 하나라고 했을 정도로 빼어난 산세를 가지고 있다. 그래서 속리산이 아니면서도 속리산국립공원의 남쪽 경계에 포함되었다. 지금은 대부분이 보은군 땅이다. 
25번 국도를 타고 가다 보면 금방 눈에 띄다. 군계일학인 까닭이다. 자락에는 시루를 엎어놓은 듯한 봉우리까지 있어 정말 신령스런 산이라는 생각이 들게 한다. 그래서인지 구령산(九靈山)이라고도 했다. 구병산은 충북 보은군과 경북 상주시의 속리산 국립공원 남쪽 국도변에 자리 잡고 있다. 
예로부터 보은 지방에서는 속리산의 천왕봉은 지아비 산, 구병산은 지어미 산, 금적산은 아들 산이라 하여 이들을 '삼산'이라 일컫는다. 속리산의 명성에 가려 일반인에게는 잘 알려지지 않아 산 전체가 깨끗하고 조용하며 보존이 잘 되어 있는 편이다. 보은군청에서는 속리산과 구병산을 잇는 43.9km 구간을 1999년 5월 17일 '충북 알프스'로 업무표장 등록을 하여 관광상품으로 널리 홍보하고 있다. 6·25전쟁 때 폐허가 된 토골사 터가 있고 절터 앞뒤로 수백 년 생의 참나무들이 있다.",876.3,437200401,구병산,20201201, , ,"주능선의 북쪽 지역이 속리산 국립공원에 속해 있고 서원계곡(書院溪谷) 등 경관이 수려한 점 등을 고려하여 선정웅장한 아홉 개의 바위봉이 병풍처럼 연이어 솟아 예로부터 구봉산이라고 불리어 왔으며, 정상에서의 조망이 좋음. 예로부터 보은지방에서는 속리산 천황봉은 지아비 산, 구병산은 지어미 산, 금적산은 아들 산이라 하여 이들을 `삼산(三山)'이라 일컬어왔음. "
강원특별자치도 영월군 무릉도원면 법흥리,영월군청,1577-0545,"구봉대산(870m)은 강원도 영월군 수주면 북쪽에 아홉 봉우리를 자랑하며 솟은 산이다. 우리나라 5대 적멸보궁 중 하나인 사자산 법흥사 적멸보궁을 감싸 안은 우백호의 자리에 해당하기도 한다. 백덕산(1,349m)에서 사자산 지나 삿갓봉(1,028m)으로 이어지는 서쪽의 산줄기 중간에서 남쪽으로 뻗어 내린 구봉대산은 북쪽의 1봉에서 남쪽 9봉에 이르는 봉우리마다 사람이 태어나서 죽을 때까지의 과정을 뜻하는 단어들이 각각 이름으로 붙어있다. 4봉부터는 등반을 해야 할 정도로 암릉구간이 곳곳에 나타나지만 모두 우회하는 길이 아래로 나 있어 힘들지 않게 산행할 수 있다. 법흥사에서 출발해 계곡을 따라 1봉에 올라 능선 따라 9봉까지 간 다음 다시 법흥사로 내려오면 된다. 총 산행시간은 4시간 정도 걸린다.",0.0,427500601,구봉대산,20201201, , , 
부산광역시 서구 동대신동3가 ,서구청,051-240-4000,( - ),404.6,261400201,구봉산,20201201, , , 
경상남도 창원시 마산합포구 내서읍 평성리,창원시청,1899-1111,( - ),0.0,481101601,구봉산,20201201, , , 
전라남도 여수시 신월동 ,여수시청,1899-2012,"구봉산은 남, 여 등산객들의 발길이 끊이지 않아 사방에서 등산할 수 있도록 등산로가 잘 정비되어 있으며, 정상에서는 시내를 한눈에 바라볼 수 있고, 특히 여수항과 오동도, 돌산대교를 먼저 볼 수 있다. 국동, 봉산동에서 오르는 길 중턱 한산사 아래의 약수는 질이 좋아 여수시민들이 많이 이용하며 체육시설도 잘 가꾸어져 있다. 한산사는 여수 8경 중 3경으로 한산사에서 내려다보면 여수 앞바다의 전경이 매우 아름답다. 구봉산은 밑에 서당이 있었다 하여 서당산 이라고도 하며, 아홉마리 봉황이 살다가 이곳에서 승천했다는 전설에 따라 산 이름이 붙였다고 하는데, 정상에 거암이 솟은 잔구가 있어 산악의 미가 돋보인다.",386.0,461300401,구봉산,20201201, , , 
전라남도 화순군 남면 벽송리,화순군청,061-374-0001,( - ),407.7,467900601,구봉산,20201201, , , 
경상북도 의성군 의성읍 팔성리,의성군청,054-830-6114,"의성읍과 도보 10분 거리에 위치하고, 경사가 완만해 접근이 쉬움. 등산로 내에는 공원과 운동시설 등 각종 편의시설이 있어 주민들에게 편의를 제공. 문소루, 봉의정 및 능선을 따라가는 등산로에서는 의성읍 시내를 조망할 수 있음. 소공연장에는 공연장뿐 아니라 테이블과 벤치가 있어 휴식공간으로 이용 가능. 매년 문소루 인근에서 ""생명의 꿈나무 심기""행사를 시행. 직접 나무를 심을 수 있고, 직접 심은 나무의 생장상태를 언제든지 확인할 수 있으므로 인근 주민이 친근하게 접근할 수 있음.",210.8,477300401,구봉산,20201201, , , 
전라북도 진안군 주천면 운봉리,진안군청,063-430-2114,"전북 진안군 주천면과 정천면 경계에 우뚝 솟은 구봉산(九峰山)은 아홉 개의 봉우리가 시원한 조망을 보여주는 전망 좋은 산이다. 주봉인 천황봉(장군봉)과 8개의 봉우리는 설악산의 공룡능선처럼 험준하게 솟아 있는데, 각각의 봉우리에 오를 때마다 서쪽으로는 복두봉과 운장산, 남쪽으로는 부귀산과 마이산의 두 봉우리가 선명하며, 동쪽으로는 덕유산을 위시한 백두대간 능선이 한눈에 펼쳐진다. 
구봉산은 연꽃산이라고도 불리는데, 천황봉을 제외한 8개의 봉우리가 막 피어오르는 연꽃을 닮았다고 해서 붙여진 이름이다. 훌륭한 조망과 함께 북쪽으로 운일암 반일암계곡과 남쪽의 갈거리계곡 등 크고 아름다운 계곡을 끼고 있고, 용담댐과 메타세쿼이아 길 등 볼거리가 많아 사람들의 발길이 계속 이어지고 있다. 
구봉산 남동쪽으로는 875년 창건한 천황사가 자리하고 있는데, 천황사 앞 전나무는 국내에서 가장 규모가 크고 아름답기로 정평이 나 있다.",1002.0,457200201,구봉산,20201201, , , 
충청북도 보은군 내북면 이원리,보은군청,043-540-3000,( - ),515.9,437200501,구봉산,20201201, , , 
강원특별자치도 화천군 간동면 방천리,화천군청,033-442-1211,( - ),0.0,427900101,구봉산,20201201, , , 
강원특별자치도 태백시 황지동 ,태백시청,033-552-1360,( - ),0.0,421900301,구봉산,20201201, , , 
강원특별자치도 춘천시 동면 만천리,춘천시청,033-253-3700,"춘천 시가지를 벗어나 동쪽을 병풍처럼 둘러친 산으로 동면 감정리, 장학리, 만천리의 경계를 이룬다. 봉우리가 9개라 하여 구봉산이라는 이름이 붙었다. 산행은 관망대휴게소 건너편에서 시작하여 정상을 거쳐 명봉으로 이어지는 코스가 주를 이룬다. 정상에서는 춘천시가지와 봉의산, 의암호를 한눈에 볼 수 있다.",439.8,421100401,구봉산,20201201, , , 
경기도 화성시 송산면 칠곡리,화성시청,1577-4200,( - ),0.0,415900301,구봉산,20201201, , , 
경기도 용인시 처인구 원삼면 죽능리,용인시청,1577-1122,경기도 용인의 구봉산은 속리산에서 뻗어 나온 한남금북정맥 선상에 있다. 산 이름에서도 알 수 있듯이 많은 봉우리로 이루어진 구봉산에는 재미있는 전설이 전해오고 있다. 예전 구봉산 자락인 용인군 원삼면 일대가 도읍지가 될 자리였는데 당시 1백 개의 봉우리로 이루어진 구봉산이 어느 날 큰 홍수로 끝 봉우리가 떨어져 나갔고 이로 인해 이곳이 도읍지가 되지 못했다고 한다. 구봉산 산행은 산의 동북쪽 끝인 외사면 근창리 창동에서 시작된다. 등산로는 인적이 적은 만큼 호젓한 산행의 재미를 느낄 수 있다. 이러한 소로길을 따라가다 보면 만나는 뾰족한 봉우리는 414봉이다. 정상은 여기에서 건너편 산줄기를 1시간 30분 정도를 더 걸어야 만날 수 있다. 정상에서는 고삼저수지와 주변의 너른 평야가 한눈에 들어온다.,461.1,414600401,구봉산,20201201, , , 
경기도 의왕시 초평동 ,의왕시청,031-345-2114,( - ),145.3,414300201,구봉산,20201201, , , 
대전광역시 서구 괴곡동 ,서구청,042-288-2114,"호남고속도로를 지나면 차창으로 아름다운 구봉산을 볼 수 있다. 아홉 봉우리의 산이라는 뜻의 구봉산은 높이가 264m로 낮은 산이지만 바위봉우리가 늘어서 있는 경관이 매우 아름다워 신선이 내려와 노닌다는 전설이 전해지고 있다. 또 다른 이야기로는 구봉산이 아홉 마리의 봉황새 모양이어서 새 봉(鳳)자를 쓴 구봉산(九鳳山)이라 부른다는 이야기도 있고 구봉산의 아홉 개 봉우리가 마치 대신들이 한 줄로 늘어서서 허리를 굽히고 계룡산 신도 안으로 들어가는 형국의 산세라 하여 ‘군신입조형(君臣入朝形신하들이 임금을 뵈려고 조정에 들어가는 형국)’의 명산이라고 한다. 재미있는 것은 아홉 바위 봉우리 가운데 맨 동쪽, 대전 중심부 가까이 있는 봉우리만이 계룡산을 외면하고 있어 아홉 신하 가운데 한 사람은 반역을 꾀한다는 이야기도 있다.",263.1,301700101,구봉산,20201201, , , 
인천광역시 옹진군 북도면 신도리,옹진군청,032-899-2114,"섬 주민들이 성실하고 순박하다는 뜻에서 유래된 신도에 있는 구봉산은 전체적으로 완만하며, 옹진군의 여타 섬들이 동쪽은 완만하고 서쪽이 가파르고 해식애가 잘 발달했지만, 신도는 섬 전체가 완만한 시골집의 지붕처럼 생겼다. 산 전체에 임도가 잘 만들어져 있는 탓에 자전거 주행에 최적지가 아닐까 생각되며, 등반과 함께 서해 앞바다의 조망은 정말 환상적이다.
",179.6,287200101,구봉산,20201201, , , 
대구광역시 달성군 하빔면 묘리,달성군청,053-668-2000,( - ),190.6,277100101,구봉산,20201201, , , 
전라남도 광양시 성황동 ,광양시청,061-797-2114,"등산로 구간으로 보면 전체적으로 길이가 길어서 경사도가 높지 않을 것 같지만. 산자락을 제외하고 실제로 구봉산만을 오르게 되면 상당히 경사가 심한 편에 속한다. 거리상으로는 도시생활권이지만 주위가 대부분 임야이기 때문에 자연경관이 우수하며, 조망하기에도 일부 구간을 제외하고는 유리하게 등산로가 설치되어있다. 경사가 급하다고 하지만 숲길 원기반자체가 다량의 부식층을 확보하고 있어 여느 산에 비하여 체감하는 피로도는 상대적으로 낮다고 할 수 있다.",471.7,462300301,구봉화산,20201201, , , 
전라남도 곡성군 석곡면 구봉리,곡성군청,061-363-2011,( - ),478.1,467200301,구산,20201201, , , 
전라북도 부안군 주산면 사산리,부안군청,063-580-4191,( - ),35.0,458000401,구산,20201201, , , 
충청남도 천안시 동남구 구성동 ,천안시청,1577-3900,( - ),0.0,441303901,구성산,20201201, , , 
대구광역시 북구 읍내동 ,북구청,053-665-2000,( - ),75.6,272300101,구수산,20201201, , , 
전라남도 영광군 백수읍 대전리,영광군청,061-350-5114,"전남 북서 해안에 위치한 영광은 굴비로 전국적인 명성을 얻고 있는 구수산(345m)은 성큼  매력만점의 명산으로도 다가올 법하다. 이산은 바닷가 산이며, 곳곳에 기암봉이 있다. 그러므로  명산의 첫째 조건인 '산정에서의 조망'에서 우선 상급인 산이다.",0.0,468701801,구수산,20201201, , , 
충청남도 태안군 근흥면 두야리,태안군청,041-670-2114,( - ),145.5,448250101,구수산,20201201, , , 
경상북도 포항시 북구 죽장면 상사리,포항시청,054-270-8282,( - ),807.7,471100601,구암산,20201201, , , 
경상북도 청송군 부남면 중기리,청송군청,1577-7997,( - ),0.0,477500501,구암산,20201201, , , 
광주광역시 동구 산수동 ,동구청,062-608-2114,( - ),0.0,291102001,구와산,20201201, , , 
전라남도 장성군 삼계면 죽림리,장성군청,061-393-1989,( - ),0.0,468800601,구왕산,20201201, , , 
경상남도 산청군 산청읍 송경리,산청군청,055-970-6000,"구인산은 산청읍, 오부면, 차황면의 3개 면의 경계인 곳에 있으며 해발이 높지 않고 산세가 험하지 않다. 소룡산에서 내려온 줄기가 송의산을 거쳐 구인산에 이르며 다시 달임재를 지나 산청의 중심 산인 정수산으로 이어진다. 구인산에서 시작한 또 다른 줄기는 산청 읍내까지 이어져 있다.",587.0,488601001,구인산,20201201, , , 
강원특별자치도 춘천시 동산면 봉명리,춘천시청,033-253-3700,"등산로 곳곳에 전설이 담겨있는 명소가 산재한 구절산은 연엽산의 남쪽에 자리하고 있다. 강원도 춘천시 동산면과 홍천군 북방면의 경계를 이루고 있으나 일반인들에게는 널리 알려지지 않아 비교적 훼손이 덜 된 산이다. 강원도 춘천시의 동녘 경계에 한 마리 거대한 용이 물을 마시러 하늘에서 내려온 듯 그 머리를 맑고 푸른 소양호로 향한 듬직한 산세의 산이 해발 899m의 대룡산이거니와 그 정상에서 정남향으로 길게 능선이 달려 응봉(759m)과 연엽산(850m)이 거대한 비늘인 양 솟아 있고, 다시 그 남녘의 엉덩이 부분에 까마득한 아홉 폭의 절벽 병풍을 펼친 산이 구절산(750.4m)이다. 활엽수의 시원한 녹색 차양 사이로 멀리 연엽산의 아름다운 모습이 둥두렷이 떠오르는 능선길을 따르노라면 문득 높다란 암벽이 앞을 가로막는다. 왼쪽으로 돌아가는 길을 찾아 다시 오르면 어느 틈에 삼각점이 기다리는 정상이다. 삼각점에서 조금 떨어진 곳에 춘천 그냥 산악회가 1993년 1월에 설치한 약 1m의 금속팻말에는 ‘구절산 760m’라고 새겨져 있다.",750.7,421100501,구절산,20201201, , , 
충청남도 당진시 순성면 양유리,당진군청,041-350-3114,구절산 초입에서 비룡약수터까지의 등산로이다.,0.0,448300201,구절산,20201201, , , 
충청남도 공주시 신풍면 입동리,공주시청,1899-0088, 굴티 오른쪽. 오름실 아래쪽에 위치하고 있다.,355.1,441508401,구절산,20201201, , , 
충청남도 공주시 이인면 목동리,공주시청,1899-0088,굴티 오른쪽. 오름실 아래쪽에 있다.,330.9,441500701,구절산,20201201, , , 
경상남도 하동군 적량면 서리,하동군청,055-880-2114,( - ),773.7,488500201,구제봉,20201201, , , 
경상남도 김해시 구산동 ,김해시청,1577-9400,( - ),46.1,482500301,구지봉,20201201, , , 
충청북도 제천시 금성면 동막리,제천시청,043-641-5114,( - ),484.6,431500501,구진산,20201201, , , 
경상남도 창녕군 남지읍 고곡리,창녕군청,055-530-1000,( - ),307.9,487400401,구진산,20201201, , , 
강원특별자치도 원주시 신림면 구학리,원주시청,033-742-2111,"구학산은 충북 제천시 백운면, 봉양면과 강원도 원주시 신림면의 경계를 이루는 산이다. 남쪽 끝머리에 자리한 남대봉(1,187m)에서 서남쪽 백운산(1,087m)으로 뻗어 내리던 능선이 백운산 정상을 약 2km 남겨둔 981m 봉에서 동남쪽으로 뻗어 내린 능선이 구력재를 지나 첫 번째로 높이 솟아 있는 산이다. 구학산을 일으킨 능선은 남쪽으로 흘러내리며 주론산을 빚어 놓은 뒤, 남쪽으로 이어지다 박달재에서 맥을 낮추어 박달재를 이루고, 다시 고도를 높이며 시랑산(691), 면위산(780), 마미산(601)을 빚어 놓고 그 여맥을 충주호에 가라앉힌다. 산 이름에는 유래가 있듯이, 구학산에는 옛날 이 산에서 살던 아홉 마리의 학이 사방으로 날아가 아홉 군데의 '학'자가 들어가는 지명이 생겨났다는 전설이 전해 내려오고 있다. 구학산에서 살던 아홉 마리의 학이, 신림 방면의 황학동, 상학동, 선학동과 봉양 방면의 학산리와 구학리, 백운면 방면의 방학리와 운학리, 송학면의 송학산과 충북 영동의 황학산으로 한 마리씩 날아가 마을 이름이 생겨났다고 한다. 구학산은 부드러운 능선으로 이어져 적설기 등산지로 좋고, 때 묻지 않은 오지 농촌의 순박한 풍경을 볼 수 있어 더욱 좋다. 구학산은 산 전체가 육산으로 울창한 수림으로 덮여 있으나 정상은 바위로 돌출되어 있어 전망이 좋은 편이다. 북으로는 백운산이 가깝게 보이고, 동으로는 감악산, 석기암산, 용두산과 제천시가 아스라이 보인다. 남으로는 주론산과 시랑산 사이로 박달재 고갯길이 보이고, 서쪽으로는 촉새봉(십자봉)과 삼봉산이 한눈에 들어온다.",982.9,421300401,구학산,20201201, , , 
충청북도 제천시 백운면 방학리,제천시청,043-641-5114,"제천시 백운면과 봉양읍, 그리고 원주시 신림면의 경계에 위치한다. 치악산 국립공원의 남대봉 (1,187m)에서 서남쪽으로 뻗어 내린 능선이 백운산(1,087m)을 앞두고 그 방향을 남쪽으로 뒤틀어 구력 재를 지나와 다시 솟아오른 산이다. 이 능선은 구학산에서 멈추지 않고 남쪽으로 다시 내달려 주론산과(903m) 이어지고 파랑재, 박달재를 지나 시랑산(691m), 면위산(780m), 마미산(601m)으로 이어지더니 끝자락은 청풍호에서 매듭이 지어진다. 산 전체가 육산으로 울창한 수림으로 뒤덮여 있지만, 정상부는 서쪽으로 툭 튀어나온 바위로 되어 있어 백운면 조망이 좋다.",982.9,431500601,구학산,20201201, , , 
전라남도 신안군 압해읍 동서리,신안군청,061-271-1004,( - ),59.2,469100301,구항산,20201201, , , 
경상남도 창녕군 창녕읍 퇴천리,창녕군청,055-530-1000,"구현산(九峴山)은 계성면 옥천리에서 창녕읍 방향으로 높이 솟은 산으로서, 그 줄기가 북쪽의 화왕산에 닿아 있다. 산세는 평탄한 능선길을 포함하고 있어 험하지는 않고 다만, 마지막 정상에 오르기 몇백 미터가 가파른 바위로 이루어져 있어 힘든 점이 있다. 이 산에는 자연산 송이가 많이 채취되는 지역인지라, 송이 채취 목적으로 다닌 작은 오솔길이 군데군데 보인다. 산의 시점은 퇴천 마을과 담안마을, 삼성암, 옥천 저수지 둑의 네 군데에서 잡을 수 있다. 주로 비들재 임도 구간을 통한 산행이 이루어지며 비교적 평탄한 능선길이 계속 이어져 편히 오를 수 있다. 산행의 마지막에 바위 구간이 제법 힘들지만, 정상아래 50m 지점에 있는 용머리 바위에 서서 바라보는 주변 경관이 훌륭하여 산행의 피곤함을 잠시나마 잊게 해준다.",579.0,487400501,구현산,20201201, , , 
전라북도 고창군 고수면 두평리,고창군청,063-564-2121,( - ),0.0,457900301,구황산,20201201, , , 
전라남도 보성군 문덕면 귀산리,보성군청,061-852-2181,( - ),526.2,467800301,국기봉,20201201, , , 
경기도 가평군 북면 적목리,가평군청,031-580-2114,"경기도 가평군 북면과 포천군 이동면의 경계를 이루며 넓게 펼쳐져 있는 국망봉은 경기도 내에서 화악산(1,168m) 명지산(1,267m)에 이어 세 번째로 높은 산이다. 바위봉우리가 거의 없는 육산(肉山)으로 코스는 험하지 않으나 산이 높아 산행이 쉽지 않은 산이다.
 겨울철에는 적설량이 많아 겨울철 산행지로 적합하다. 특히 물이 맑아 산기슭에 생수 공장이 들어 서 있다. 능선에 진달래가 많아, 봄이면 만발하여 산이 붉어지므로 진달래 동산으로 불리기도 한다.
 봉우리의 이름은 후고구려를 세운 궁예가 말년에 도망 다니다 이 산에 이르러 잃어버린 나라를 망연히 바라보았다는 데서 연유한다. 이 산은 규암석 바위에서 흘러내리는 물이 깨끗하여 이물로 빚은 이동막걸리가 유명하다. 국망봉은 그 높이에 비해 산세는 비교적 단순하다. 제일 큰 계곡인 광산골에는 장암 저수지가 있어서 국망봉 산 그림자를 비추는데, 여름에는 신록의 자태로 가을에는, 단풍이 물든 홍상의 자태를 비춘다.
 포천 최고봉 중 하나로 손꼽히는 국망봉은 수려한 경관을 자랑한다. 장암 저수지 주변을 끼고 산책로를 걸으며 맛보는 석양의 눈부신 자태는 감탄을 자아내기에 충분하다.",0.0,418200901,국망봉,20201201, , , 
