mntiadd,mntiadmin,mntiadminnum,mntidetails,mntihigh,mntilistno,mntiname,mntinfdt,mntisname,mntisummary,mntitop,admin_primary,admin_secondary,height_category,details_length,has_rock,has_water,gradient,암반구간비율,course_distance_km,누적상승고도,peakfit_score,weather_status,tour_demand_score,transport_score
경상북도 영천시 북안면 상리,영천시청,054-330-6000,"토질은 사질토로 등산로 경사가 보통으로 적당하여 소나무와 참나무가 등산로 주변 밀생되어 그늘이 있어 등산하기에 좋음.",674.82,472300201,구룡산,20201201, , , ,경상북도,영천시,중급(600~1000m),66,False,False,11.386272751808297,3.251900642246949,1.5995061912126847,573.5940035902853,23.8,비/눈(위험),47.2,68.4
전라남도 고흥군 동일면 덕흥리,고흥군청,061-830-5114,( - ),238.6,467700101,구룡산,20201201, , , ,전라남도,고흥군,입문(0~300m),5,False,False,24.0012393410161,7.734731256866007,5.087291211084931,210.3606634807794,28.5,흐림(보통),91.1,76.8
충청남도 당진시 구룡동 ,당진군청,041-350-3114,"당진읍 구룡리에 있는 구룡산은 산으로 향하는 시점이 많은 편이다. 산세가 험한 편이며, 수풀이 우거져 등산에 어려움이 있는 편이다.",,448300101,구룡산,20201201, , , ,충청남도,당진시,,73,False,False,24.012142938751122,1.3087366071834983,4.007846015060328,,0.0,맑음(안전),49.4,92.1
충청북도 보은군 내북면 용수리,보은군청,043-540-3000,"등산로 주변에는 수목명패와 자연 해설판 등을 달아 가족단위 행락객과 청소년 들의 자연학습 장소로 제공하며 울창한 참나무 숲으로 유명하고 약수터가 있어 등산객들의 발길이 이어지는 곳이다. ""자연훼손을 최소화하는 자연 친화적 삼림 욕장"".",,437200301,구룡산,20201201, , , ,충청북도,보은군,,131,False,False,16.46875776246572,9.698210450785448,5.631004197279625,,0.0,맑음(안전),98.5,79.7
충청북도 청주시 서원구 산남동 ,청주시 서원구청,043-201-6114,"충북 청원군 현도면에 있는 구룡산은 산이 품고 있는 현암사와 시원하게 굽어 보이는 대청호, 그리고 이 지역주민들의 화합과 상생을 기원하는 장승 공원으로 유명한 곳이다. 한때 대통령 별장으로 쓰였던 청남대가 멀지 않은 곳에 있으며, 장승 공원에는 50개의 돌탑, 500여 개의 장승은 이 지역주민들의 지혜와 힘으로 만들어진 대화합의 공원이라 하겠다. 산행기점이 되는 현암사 주차장에서부터 가파른 철계단을 통과하면 현암사 대웅전과 요사채에 이르게 된다. 현암사에서 바라보는 대청호의 시원함이 턱에 차있던 숨을 가다듬게 한다. 평탄한 오솔길을 지나면 5층 석탑을 지나 산길은 정상을 향해 크게 굽이치게 된다. 정상에 도착하면 용이 금방이라도 승천할 것 같은 기세로 대청호를 내려다보고 있는 형상이다.",548.7,431100401,구룡산,20201201, , , ,충청북도,청주시,초급(300~600m),388,False,False,17.636744243395984,4.5378954138363925,6.406199037243682,455.87452656143887,32.0,비/눈(위험),90.6,66.0
강원특별자치도 양양군 서면 내현리,양양군청,033-670-2114,( - ),,428305701,구룡산,20201201, , , ,강원특별자치도,양양군,,5,False,False,13.968910439566395,2.3605046334646396,1.8717821146260525,,0.0,맑음(안전),70.1,89.2
강원특별자치도 영월군 무릉도원면 운학리,영월군청,1577-0545,"구룡산은 강원도 영월군 수주면을 감싸 흐르는 서만이 강변에서 북쪽으로 솟아 있는 산이다. 구룡산 남쪽 산자락 끝에 있는 '섬안'이라는 마을을 동, 남, 서쪽으로 감싸 흐르는 강줄기 이름이 서만이강인데 옛날 명칭은 '섬안이강'이라고 전해지고 있다.
 정상에 오르면 치악산과 매화산이 스카이라인을 이루고, 산갓봉, 화채봉, 백덕산, 사자산, 돼지봉, 배거리산 등 숲겨지 명산들이 주변에 있고, 선달산과 소백산, 금수산까지 보인다. 때 묻지 않고 수수하며 능선과 깨끗한 계곡이 좋고, 사철 등산하기에도 그만이다.",,427500401,구룡산,20201201, , , ,강원특별자치도,영월군,,285,False,True,10.864215433961292,0.7349674733001266,2.545528008551838,,0.0,맑음(안전),98.9,94.3
충청남도 논산시 강산동 ,논산시청,041-746-5114,( - ),,442303301,구르뫼산,20201201, , , ,충청남도,논산시,,5,False,False,11.57329090739832,1.6975790508754074,6.248460369828615,,0.0,맑음(안전),45.8,47.2
경기도 광명시 하안동 ,광명시청,1688-3399,( - ),240.8,412100201,구름산,20201201, , , ,경기도,광명시,입문(0~300m),5,False,False,18.450369121540767,5.197739485560176,4.416922501967595,176.0959186427334,22.1,맑음(안전),58.2,71.9
서울특별시  중랑구 신내동 ,중랑구청,02-2094-0114,( - ),177.9,112600201,구릉산,20201201, , , ,서울특별시,중랑구,입문(0~300m),5,False,False,20.0474905887536,3.3700317643128628,7.697974644170308,141.39211701173093,25.1,비/눈(위험),78.3,57.1
전라북도 무주군 적상면 방이리,무주군청,063-320-2114,( - ),659.0,457300201,구리골산,20201201, , , ,전라북도,무주군,중급(600~1000m),5,False,False,20.83158087451697,8.288833658826094,7.044479013031487,555.7211393560774,34.8,맑음(안전),61.0,42.8
전라남도 보성군 보성읍 옥평리,보성군청,061-852-2181,( - ),,467802101,구마산,20201201, , , ,전라남도,보성군,,5,False,False,20.792362855891078,4.308875236618059,8.687637085414208,,0.0,맑음(안전),95.7,80.1
강원특별자치도 홍천군 북방면 구만리,홍천군청,033-432-7801,( - ),,427200601,구만산,20201201, , , ,강원특별자치도,홍천군,,5,False,False,6.824122060973807,2.487142725876299,7.386189026688415,,0.0,맑음(안전),43.9,91.8
경상북도 청도군 매전면 장연리,청도군청,054-370-6114,( - ),784.2,478200401,구만산,20201201, , , ,경상북도,청도군,중급(600~1000m),5,False,False,14.888406094051629,6.171449866040301,5.154414157816259,598.1605966019173,30.8,맑음(안전),73.0,49.8
경기도 용인시 처인구 모현읍 갈담리,용인시청,1577-1122,( - ),199.2,414600301,구만이산,20201201, , , ,경기도,용인시,입문(0~300m),5,False,False,6.151175200332886,7.067772168854458,7.220216290352675,149.06138501923445,23.2,맑음(안전),75.5,88.7
경상북도 청송군 현서면 화목리,청송군청,1577-7997,( - ),674.7,477500401,구무산,20201201, , , ,경상북도,청송군,중급(600~1000m),5,False,False,15.99057764647471,1.6704190790094986,3.8407399811710574,501.29031124169126,28.9,비/눈(위험),79.2,91.2
경상북도 경주시 현곡면 가정리,경주시청,054-748-9001,애오라지 산만 찾아다니는 산꾼들이라도 경주에 들어서면 가슴이 설렌다. 어딜 가나 역사와 전통의 향기에 마주치게 되는 천년고도이다. 비록 산만 찾아 나선 길이라 해도 언제 어디서 뜻밖의 문화유산과 접하게 될지 모른다는 기대를 해도 좋은 것이 경주 쪽 산행이다. 산행 초입에는 천도교의 유적지이자 성지인 용담정(龍潭亭)이 들어서 있어 색다른 경주의 역사유적을 만나는 기쁨도 있다.,594.4,471300601,구미산,20201201, , , ,경상북도,경주시,초급(300~600m),210,False,False,13.83061002746754,1.6761921628831766,4.103664739614808,466.58626820015814,23.2,맑음(안전),55.3,94.9
충청북도 보은군 속리산면 구병리,보은군청,043-540-3000,"세종실록지리지에 상주 삼명산의 하나라고 했을 정도로 빼어난 산세를 가지고 있다. 그래서 속리산이 아니면서도 속리산국립공원의 남쪽 경계에 포함되었다. 지금은 대부분이 보은군 땅이다. 
25번 국도를 타고 가다 보면 금방 눈에 띄다. 군계일학인 까닭이다. 자락에는 시루를 엎어놓은 듯한 봉우리까지 있어 정말 신령스런 산이라는 생각이 들게 한다. 그래서인지 구령산(九靈山)이라고도 했다. 구병산은 충북 보은군과 경북 상주시의 속리산 국립공원 남쪽 국도변에 자리 잡고 있다. 
예로부터 보은 지방에서는 속리산의 천왕봉은 지아비 산, 구병산은 지어미 산, 금적산은 아들 산이라 하여 이들을 '삼산'이라 일컫는다. 속리산의 명성에 가려 일반인에게는 잘 알려지지 않아 산 전체가 깨끗하고 조용하며 보존이 잘 되어 있는 편이다. 보은군청에서는 속리산과 구병산을 잇는 43.9km 구간을 1999년 5월 17일 '충북 알프스'로 업무표장 등록을 하여 관광상품으로 널리 홍보하고 있다. 6·25전쟁 때 폐허가 된 토골사 터가 있고 절터 앞뒤로 수백 년 생의 참나무들이 있다.",876.3,437200401,구병산,20201201, , ,"주능선의 북쪽 지역이 속리산 국립공원에 속해 있고 서원계곡(書院溪谷) 등 경관이 수려한 점 등을 고려하여 선정웅장한 아홉 개의 바위봉이 병풍처럼 연이어 솟아 예로부터 구봉산이라고 불리어 왔으며, 정상에서의 조망이 좋음. 예로부터 보은지방에서는 속리산 천황봉은 지아비 산, 구병산은 지어미 산, 금적산은 아들 산이라 하여 이들을 `삼산(三山)'이라 일컬어왔음. ",충청북도,보은군,중급(600~1000m),537,False,False,22.754083655165996,0.3667142693354297,8.206373859326742,772.5177779432281,40.5,비/눈(위험),61.9,55.9
강원특별자치도 영월군 무릉도원면 법흥리,영월군청,1577-0545,"구봉대산(870m)은 강원도 영월군 수주면 북쪽에 아홉 봉우리를 자랑하며 솟은 산이다. 우리나라 5대 적멸보궁 중 하나인 사자산 법흥사 적멸보궁을 감싸 안은 우백호의 자리에 해당하기도 한다. 백덕산(1,349m)에서 사자산 지나 삿갓봉(1,028m)으로 이어지는 서쪽의 산줄기 중간에서 남쪽으로 뻗어 내린 구봉대산은 북쪽의 1봉에서 남쪽 9봉에 이르는 봉우리마다 사람이 태어나서 죽을 때까지의 과정을 뜻하는 단어들이 각각 이름으로 붙어있다. 4봉부터는 등반을 해야 할 정도로 암릉구간이 곳곳에 나타나지만 모두 우회하는 길이 아래로 나 있어 힘들지 않게 산행할 수 있다. 법흥사에서 출발해 계곡을 따라 1봉에 올라 능선 따라 9봉까지 간 다음 다시 법흥사로 내려오면 된다. 총 산행시간은 4시간 정도 걸린다.",,427500601,구봉대산,20201201, , , ,강원특별자치도,영월군,,396,False,True,12.018300251041573,7.364020150656405,5.294565889413448,,0.0,흐림(보통),90.6,94.2
부산광역시 서구 동대신동3가 ,서구청,051-240-4000,( - ),404.6,261400201,구봉산,20201201, , , ,부산광역시,서구,초급(300~600m),5,False,False,7.341340328552118,6.638045276218051,8.286232894405996,298.4265172155759,27.5,맑음(안전),51.7,59.2
경상남도 창원시 마산합포구 내서읍 평성리,창원시청,1899-1111,( - ),,481101601,구봉산,20201201, , , ,경상남도,창원시,,5,False,False,7.859833641056717,4.746308757498139,8.490590176180365,,0.0,맑음(안전),89.6,73.1
전라남도 여수시 신월동 ,여수시청,1899-2012,"구봉산은 남, 여 등산객들의 발길이 끊이지 않아 사방에서 등산할 수 있도록 등산로가 잘 정비되어 있으며, 정상에서는 시내를 한눈에 바라볼 수 있고, 특히 여수항과 오동도, 돌산대교를 먼저 볼 수 있다. 국동, 봉산동에서 오르는 길 중턱 한산사 아래의 약수는 질이 좋아 여수시민들이 많이 이용하며 체육시설도 잘 가꾸어져 있다. 한산사는 여수 8경 중 3경으로 한산사에서 내려다보면 여수 앞바다의 전경이 매우 아름답다. 구봉산은 밑에 서당이 있었다 하여 서당산 이라고도 하며, 아홉마리 봉황이 살다가 이곳에서 승천했다는 전설에 따라 산 이름이 붙였다고 하는데, 정상에 거암이 솟은 잔구가 있어 산악의 미가 돋보인다.",386.0,461300401,구봉산,20201201, , , ,전라남도,여수시,초급(300~600m),342,False,False,20.230212634349446,8.441704489691972,8.789279870120911,323.94325440464786,29.5,맑음(안전),73.8,43.0
전라남도 화순군 남면 벽송리,화순군청,061-374-0001,( - ),407.7,467900601,구봉산,20201201, , , ,전라남도,화순군,초급(300~600m),5,False,False,17.364361266325222,8.056701529500533,9.291399504650261,316.603411252143,30.4,맑음(안전),85.7,42.6
경상북도 의성군 의성읍 팔성리,의성군청,054-830-6114,"의성읍과 도보 10분 거리에 위치하고, 경사가 완만해 접근이 쉬움. 등산로 내에는 공원과 운동시설 등 각종 편의시설이 있어 주민들에게 편의를 제공. 문소루, 봉의정 및 능선을 따라가는 등산로에서는 의성읍 시내를 조망할 수 있음. 소공연장에는 공연장뿐 아니라 테이블과 벤치가 있어 휴식공간으로 이용 가능. 매년 문소루 인근에서 ""생명의 꿈나무 심기""행사를 시행. 직접 나무를 심을 수 있고, 직접 심은 나무의 생장상태를 언제든지 확인할 수 있으므로 인근 주민이 친근하게 접근할 수 있음.",210.8,477300401,구봉산,20201201, , , ,경상북도,의성군,입문(0~300m),271,False,False,7.022453522455805,5.853543643967521,5.163374374363018,182.20839270803876,20.9,흐림(보통),82.8,83.2
전라북도 진안군 주천면 운봉리,진안군청,063-430-2114,"전북 진안군 주천면과 정천면 경계에 우뚝 솟은 구봉산(九峰山)은 아홉 개의 봉우리가 시원한 조망을 보여주는 전망 좋은 산이다. 주봉인 천황봉(장군봉)과 8개의 봉우리는 설악산의 공룡능선처럼 험준하게 솟아 있는데, 각각의 봉우리에 오를 때마다 서쪽으로는 복두봉과 운장산, 남쪽으로는 부귀산과 마이산의 두 봉우리가 선명하며, 동쪽으로는 덕유산을 위시한 백두대간 능선이 한눈에 펼쳐진다. 
구봉산은 연꽃산이라고도 불리는데, 천황봉을 제외한 8개의 봉우리가 막 피어오르는 연꽃을 닮았다고 해서 붙여진 이름이다. 훌륭한 조망과 함께 북쪽으로 운일암 반일암계곡과 남쪽의 갈거리계곡 등 크고 아름다운 계곡을 끼고 있고, 용담댐과 메타세쿼이아 길 등 볼거리가 많아 사람들의 발길이 계속 이어지고 있다. 
구봉산 남동쪽으로는 875년 창건한 천황사가 자리하고 있는데, 천황사 앞 전나무는 국내에서 가장 규모가 크고 아름답기로 정평이 나 있다.",1002.0,457200201,구봉산,20201201, , , ,전라북도,진안군,고급(1000m~),464,False,True,6.682136122299949,8.682712805132587,4.21036795572968,833.5659580356104,32.4,흐림(보통),52.5,66.7
충청북도 보은군 내북면 이원리,보은군청,043-540-3000,( - ),515.9,437200501,구봉산,20201201, , , ,충청북도,보은군,초급(300~600m),5,False,False,19.0193826291824,2.0584121003676827,6.448689346049968,443.2861928668584,26.9,맑음(안전),74.1,55.4
강원특별자치도 화천군 간동면 방천리,화천군청,033-442-1211,( - ),,427900101,구봉산,20201201, , , ,강원특별자치도,화천군,,5,False,False,6.4552601272838706,1.1191961939772788,4.654965599219834,,0.0,맑음(안전),92.1,51.4
강원특별자치도 태백시 황지동 ,태백시청,033-552-1360,( - ),,421900301,구봉산,20201201, , , ,강원특별자치도,태백시,,5,False,False,21.437201185807126,2.697496115169896,6.60913041780198,,0.0,흐림(보통),65.9,80.2
강원특별자치도 춘천시 동면 만천리,춘천시청,033-253-3700,"춘천 시가지를 벗어나 동쪽을 병풍처럼 둘러친 산으로 동면 감정리, 장학리, 만천리의 경계를 이룬다. 봉우리가 9개라 하여 구봉산이라는 이름이 붙었다. 산행은 관망대휴게소 건너편에서 시작하여 정상을 거쳐 명봉으로 이어지는 코스가 주를 이룬다. 정상에서는 춘천시가지와 봉의산, 의암호를 한눈에 볼 수 있다.",439.8,421100401,구봉산,20201201, , , ,강원특별자치도,춘천시,초급(300~600m),169,False,False,19.124844543129925,0.5708685608931485,7.497479832472509,331.08689217365946,26.9,흐림(보통),98.0,40.0
경기도 화성시 송산면 칠곡리,화성시청,1577-4200,( - ),,415900301,구봉산,20201201, , , ,경기도,화성시,,5,False,False,6.626975612837995,5.31169528001032,7.3514426571831635,,0.0,맑음(안전),67.1,88.4
경기도 용인시 처인구 원삼면 죽능리,용인시청,1577-1122,경기도 용인의 구봉산은 속리산에서 뻗어 나온 한남금북정맥 선상에 있다. 산 이름에서도 알 수 있듯이 많은 봉우리로 이루어진 구봉산에는 재미있는 전설이 전해오고 있다. 예전 구봉산 자락인 용인군 원삼면 일대가 도읍지가 될 자리였는데 당시 1백 개의 봉우리로 이루어진 구봉산이 어느 날 큰 홍수로 끝 봉우리가 떨어져 나갔고 이로 인해 이곳이 도읍지가 되지 못했다고 한다. 구봉산 산행은 산의 동북쪽 끝인 외사면 근창리 창동에서 시작된다. 등산로는 인적이 적은 만큼 호젓한 산행의 재미를 느낄 수 있다. 이러한 소로길을 따라가다 보면 만나는 뾰족한 봉우리는 414봉이다. 정상은 여기에서 건너편 산줄기를 1시간 30분 정도를 더 걸어야 만날 수 있다. 정상에서는 고삼저수지와 주변의 너른 평야가 한눈에 들어온다.,461.1,414600401,구봉산,20201201, , , ,경기도,용인시,초급(300~600m),395,False,False,6.696754281703838,9.366056922949614,4.683699539671031,381.4564362430078,24.3,맑음(안전),48.6,44.8
경기도 의왕시 초평동 ,의왕시청,031-345-2114,( - ),145.3,414300201,구봉산,20201201, , , ,경기도,의왕시,입문(0~300m),5,False,False,24.732791570023508,0.39343540668509647,2.918311714439399,111.14031291309544,17.9,맑음(안전),63.4,51.5
대전광역시 서구 괴곡동 ,서구청,042-288-2114,"호남고속도로를 지나면 차창으로 아름다운 구봉산을 볼 수 있다. 아홉 봉우리의 산이라는 뜻의 구봉산은 높이가 264m로 낮은 산이지만 바위봉우리가 늘어서 있는 경관이 매우 아름다워 신선이 내려와 노닌다는 전설이 전해지고 있다. 또 다른 이야기로는 구봉산이 아홉 마리의 봉황새 모양이어서 새 봉(鳳)자를 쓴 구봉산(九鳳山)이라 부른다는 이야기도 있고 구봉산의 아홉 개 봉우리가 마치 대신들이 한 줄로 늘어서서 허리를 굽히고 계룡산 신도 안으로 들어가는 형국의 산세라 하여 ‘군신입조형(君臣入朝形신하들이 임금을 뵈려고 조정에 들어가는 형국)’의 명산이라고 한다. 재미있는 것은 아홉 바위 봉우리 가운데 맨 동쪽, 대전 중심부 가까이 있는 봉우리만이 계룡산을 외면하고 있어 아홉 신하 가운데 한 사람은 반역을 꾀한다는 이야기도 있다.",263.1,301700101,구봉산,20201201, , , ,대전광역시,서구,입문(0~300m),406,True,False,12.485415915122406,12.442198280200536,5.159499376928764,198.3517141938194,25.7,흐림(보통),97.1,63.2
인천광역시 옹진군 북도면 신도리,옹진군청,032-899-2114,"섬 주민들이 성실하고 순박하다는 뜻에서 유래된 신도에 있는 구봉산은 전체적으로 완만하며, 옹진군의 여타 섬들이 동쪽은 완만하고 서쪽이 가파르고 해식애가 잘 발달했지만, 신도는 섬 전체가 완만한 시골집의 지붕처럼 생겼다. 산 전체에 임도가 잘 만들어져 있는 탓에 자전거 주행에 최적지가 아닐까 생각되며, 등반과 함께 서해 앞바다의 조망은 정말 환상적이다.
",179.6,287200101,구봉산,20201201, , , ,인천광역시,옹진군,입문(0~300m),200,False,False,12.412842941337818,4.521990282834353,2.7120502246962244,132.5780829357734,19.6,맑음(안전),59.2,69.1
대구광역시 달성군 하빔면 묘리,달성군청,053-668-2000,( - ),190.6,277100101,구봉산,20201201, , , ,대구광역시,달성군,입문(0~300m),5,False,False,21.25599134515005,9.33875017527905,9.065824799062371,159.8997133530289,29.4,맑음(안전),92.1,61.3
전라남도 광양시 성황동 ,광양시청,061-797-2114,"등산로 구간으로 보면 전체적으로 길이가 길어서 경사도가 높지 않을 것 같지만. 산자락을 제외하고 실제로 구봉산만을 오르게 되면 상당히 경사가 심한 편에 속한다. 거리상으로는 도시생활권이지만 주위가 대부분 임야이기 때문에 자연경관이 우수하며, 조망하기에도 일부 구간을 제외하고는 유리하게 등산로가 설치되어있다. 경사가 급하다고 하지만 숲길 원기반자체가 다량의 부식층을 확보하고 있어 여느 산에 비하여 체감하는 피로도는 상대적으로 낮다고 할 수 있다.",471.7,462300301,구봉화산,20201201, , , ,전라남도,광양시,초급(300~600m),250,False,False,23.944971547677174,3.161561049767505,4.4399584162717876,350.82363093022445,26.4,맑음(안전),92.9,59.2
전라남도 곡성군 석곡면 구봉리,곡성군청,061-363-2011,( - ),478.1,467200301,구산,20201201, , , ,전라남도,곡성군,초급(300~600m),5,False,False,24.720021276457416,5.072348086883924,2.8129078513982524,391.59289828798654,28.6,맑음(안전),61.0,97.8
전라북도 부안군 주산면 사산리,부안군청,063-580-4191,( - ),35.0,458000401,구산,20201201, , , ,전라북도,부안군,입문(0~300m),5,False,False,20.067563705178834,0.41572859050392097,1.7163059591988825,26.3524451884775,16.2,맑음(안전),45.0,78.5
충청남도 천안시 동남구 구성동 ,천안시청,1577-3900,( - ),,441303901,구성산,20201201, , , ,충청남도,천안시,,5,False,False,12.525191710618316,1.4834320096208886,6.989490283435116,,0.0,흐림(보통),83.5,41.4
대구광역시 북구 읍내동 ,북구청,053-665-2000,( - ),75.6,272300101,구수산,20201201, , , ,대구광역시,북구,입문(0~300m),5,False,False,6.670014333973375,9.86630122958847,6.913669698365317,65.24188869553295,21.3,맑음(안전),58.7,65.8
전라남도 영광군 백수읍 대전리,영광군청,061-350-5114,"전남 북서 해안에 위치한 영광은 굴비로 전국적인 명성을 얻고 있는 구수산(345m)은 성큼  매력만점의 명산으로도 다가올 법하다. 이산은 바닷가 산이며, 곳곳에 기암봉이 있다. 그러므로  명산의 첫째 조건인 '산정에서의 조망'에서 우선 상급인 산이다.",,468701801,구수산,20201201, , , ,전라남도,영광군,,140,True,False,20.542938318548735,29.30237392872091,4.395135415940979,,0.0,맑음(안전),87.0,92.5
충청남도 태안군 근흥면 두야리,태안군청,041-670-2114,( - ),145.5,448250101,구수산,20201201, , , ,충청남도,태안군,입문(0~300m),5,False,False,16.1680849947161,0.04939980934409616,2.1095510552050336,123.99077373008575,17.4,맑음(안전),66.6,58.1
경상북도 포항시 북구 죽장면 상사리,포항시청,054-270-8282,( - ),807.7,471100601,구암산,20201201, , , ,경상북도,포항시,중급(600~1000m),5,False,False,13.484440184939526,9.51811785423239,4.981845606609472,595.7146774155265,30.9,맑음(안전),69.1,45.7
경상북도 청송군 부남면 중기리,청송군청,1577-7997,( - ),,477500501,구암산,20201201, , , ,경상북도,청송군,,5,False,False,23.12708770189472,6.391199378155004,4.145348708038846,,0.0,맑음(안전),86.7,85.5
광주광역시 동구 산수동 ,동구청,062-608-2114,( - ),,291102001,구와산,20201201, , , ,광주광역시,동구,,5,False,False,7.223949646123026,8.679182945200221,7.255525437747579,,0.0,맑음(안전),62.9,76.4
전라남도 장성군 삼계면 죽림리,장성군청,061-393-1989,( - ),,468800601,구왕산,20201201, , , ,전라남도,장성군,,5,False,False,14.852502085817182,4.547398556338591,6.649123620347868,,0.0,맑음(안전),66.6,74.2
경상남도 산청군 산청읍 송경리,산청군청,055-970-6000,"구인산은 산청읍, 오부면, 차황면의 3개 면의 경계인 곳에 있으며 해발이 높지 않고 산세가 험하지 않다. 소룡산에서 내려온 줄기가 송의산을 거쳐 구인산에 이르며 다시 달임재를 지나 산청의 중심 산인 정수산으로 이어진다. 구인산에서 시작한 또 다른 줄기는 산청 읍내까지 이어져 있다.",587.0,488601001,구인산,20201201, , , ,경상남도,산청군,초급(300~600m),157,False,False,5.227072895348382,5.155960285792503,4.59904668967909,461.65744697975293,23.0,맑음(안전),62.6,43.2
강원특별자치도 춘천시 동산면 봉명리,춘천시청,033-253-3700,"등산로 곳곳에 전설이 담겨있는 명소가 산재한 구절산은 연엽산의 남쪽에 자리하고 있다. 강원도 춘천시 동산면과 홍천군 북방면의 경계를 이루고 있으나 일반인들에게는 널리 알려지지 않아 비교적 훼손이 덜 된 산이다. 강원도 춘천시의 동녘 경계에 한 마리 거대한 용이 물을 마시러 하늘에서 내려온 듯 그 머리를 맑고 푸른 소양호로 향한 듬직한 산세의 산이 해발 899m의 대룡산이거니와 그 정상에서 정남향으로 길게 능선이 달려 응봉(759m)과 연엽산(850m)이 거대한 비늘인 양 솟아 있고, 다시 그 남녘의 엉덩이 부분에 까마득한 아홉 폭의 절벽 병풍을 펼친 산이 구절산(750.4m)이다. 활엽수의 시원한 녹색 차양 사이로 멀리 연엽산의 아름다운 모습이 둥두렷이 떠오르는 능선길을 따르노라면 문득 높다란 암벽이 앞을 가로막는다. 왼쪽으로 돌아가는 길을 찾아 다시 오르면 어느 틈에 삼각점이 기다리는 정상이다. 삼각점에서 조금 떨어진 곳에 춘천 그냥 산악회가 1993년 1월에 설치한 약 1m의 금속팻말에는 ‘구절산 760m’라고 새겨져 있다.",750.7,421100501,구절산,20201201, , , ,강원특별자치도,춘천시,중급(600~1000m),526,False,False,14.373212839882525,4.888465802569202,3.352086711167416,530.1667247919997,27.9,맑음(안전),62.0,48.4
충청남도 당진시 순성면 양유리,당진군청,041-350-3114,구절산 초입에서 비룡약수터까지의 등산로이다.,,448300201,구절산,20201201, , , ,충청남도,당진시,,24,False,False,6.126065513636747,6.668642575461043,9.89830571232253,,0.0,맑음(안전),71.6,77.4
충청남도 공주시 신풍면 입동리,공주시청,1899-0088, 굴티 오른쪽. 오름실 아래쪽에 위치하고 있다.,355.1,441508401,구절산,20201201, , , ,충청남도,공주시,초급(300~600m),26,False,False,7.376358325361439,1.396512547563129,5.359013780166976,250.96169820316445,18.9,흐림(보통),88.5,52.5
충청남도 공주시 이인면 목동리,공주시청,1899-0088,굴티 오른쪽. 오름실 아래쪽에 있다.,330.9,441500701,구절산,20201201, , , ,충청남도,공주시,초급(300~600m),20,False,False,7.350524935542097,0.2997358987267795,7.350331004132015,289.8145144307506,20.7,흐림(보통),61.7,70.2
경상남도 하동군 적량면 서리,하동군청,055-880-2114,( - ),773.7,488500201,구제봉,20201201, , , ,경상남도,하동군,중급(600~1000m),5,False,False,17.984206042321272,3.079299415911909,2.6947002244160667,579.2532027612355,28.6,맑음(안전),71.5,72.7
경상남도 김해시 구산동 ,김해시청,1577-9400,( - ),46.1,482500301,구지봉,20201201, , , ,경상남도,김해시,입문(0~300m),5,False,False,19.920897585308467,7.0468076273664675,5.627512447104881,37.408648703463136,23.3,맑음(안전),80.2,57.0
충청북도 제천시 금성면 동막리,제천시청,043-641-5114,( - ),484.6,431500501,구진산,20201201, , , ,충청북도,제천시,초급(300~600m),5,False,False,16.667375301943192,2.0185345212294834,1.7340621188904566,342.99787575847677,21.8,흐림(보통),56.2,96.9
경상남도 창녕군 남지읍 고곡리,창녕군청,055-530-1000,( - ),307.9,487400401,구진산,20201201, , , ,경상남도,창녕군,초급(300~600m),5,False,False,24.243450969490837,6.734324333249173,5.796368502238825,256.5944623566024,26.4,맑음(안전),56.7,90.5
