mntiadd,mntiadmin,mntiadminnum,mntidetails,mntihigh,mntilistno,mntiname,mntinfdt,mntisname,mntisummary,mntitop,region
전라북도 순창군 팔덕면 청계리,순창군청,063-650-1114,"순창읍에서 10km의 가까운 거리에 있는 강천산은 호남의 소금강이라고 불릴 정도로 곳곳에 기봉이 솟아 있고, 크고 작은 수많은 바위 사이로 폭포를 이루고 있으며, 4km에 이르는 깊은 계곡과 계곡을 뒤덮은 울창한 숲은 자연 그대로의 아름다움을 고이 간직하고 있다. 원래는 생김새가 용이 꼬리를 치며 승천하는 모습과 닮았다 하여 용천산(龍天山)이라 불렸다. 또한, 유서 깊은 강천사와 삼 인대 5층 석탑, 금성산성 등 문화유적이 산재하고, 비경이 많이 숨겨져 있다. 일명 광덕산이라고도 불리는 강천산은 1981년 국내에서 최초로 군립공원으로 지정된 곳이기도 하며, 길이 76m의 현수교가 지상 50m 높이에 설치돼 있어 웅장함을 더해주고 있다. 볼거리는 11월 초순에 절정을 이루는 단풍과 4월 초순에 만개하는 산벚꽃이 유명한데, 산 입구의 강천호 주변뿐 아니라 등산로 어디에서나 즐길 수 있다. 산 암봉 아래에는 887년(신라 진성여왕 1) 도선국사(道詵國師)가 세운 강천사가 있다. 이곳의 석탑은 전라북도 유형문화재 92호로 지정되었고, 절 입구의 모과나무는 전라북도기념물 97호이다. 그 밖에 순창 삼인대(三印臺:전북유형문화재 27), 금성산성(金城山城:전북기념물 52) 등의 문화유적이 있다. 내장산(內藏山:763m)·백양사(白羊寺)·담양댐 등과도 가깝다.",585.8,457700101,강천산_왕자봉,20201201, , ,"군립공원(1981년 지정)으로 지정되어 있으며, 강천계곡 등 경관이 수려하고 조망이 좋은 점 등을 고려하여 선정신라 진성여왕때(887년) 도선국사가 개창한 강천사(剛泉寺)가 있으며, 산 이름도 강천사(剛泉寺)에서 유래. 삼국시대에 축조된 것으로 추정되는 금성산성(金城山城)이 유명 ",전라북도
경상남도 창녕군 길곡면 마천리,창녕군청,055-530-1000,( - ),476.6,487400101,강태봉,20201201, , , ,경상남도
경기도 양평군 개군면 석장리,양평군청,031-773-5101,( - ),237.9,418300301,개군산,20201201, , , ,경기도
광주광역시 서구 매월동 ,서구청,062-360-7114,( - ),179.3,291400101,개금산,20201201, , , ,광주광역시
경기도 여주시 점동면 장안리,여주시청,031-883-2114,( - ),156.8,416700201,개내골산,20201201, , , ,경기도
대전광역시 동구 효평동 ,동구청,042-251-4114,"대전광역시 동구 효평동 산83번지 서쪽에 있는 개머리산은 해발 379m로써 완만한 경사를 이루고 있으며 정상부근에 있는 견두산성은 둘레가 280m인데 테뫼식으로 자연 암반을 이용해 잡석으로 구축한 석축산성이다. 산 동쪽에 있는 말 안장 모양의 봉우리(성황 고개) 일 대 이며 소규모 석축 산성이 있었으나 지금은 흔적만 남아 있을 뿐이다. 등산로는 말미 마을에서 올라가는 길과 말미 마을 안내판 및 이정표 설치됨 북서쪽으로 약 1.5km 지점 도로변에 있는 소공원에서 출발하는 곳에 이정표 설치됨. 절고개 맞은편 입구(이정표 설치됨)에서 출발하는 길이 있으며, 세 개 등산로 중 가장 완만한 등산로는 절고개 임 도 맞은편에서 출발하는 등산로이다. 정상에 오르면 남동쪽으로 대청호가 보이고 서쪽으로 계족산과 계족산성이 한눈에 들어온다.",357.3,301100201,개머리산,20201201, , , ,대전광역시
경기도 고양시 덕양구 선유동 ,고양시 덕양구청,031-909-9000,"파주 양주 고양 3군데의 시에 걸쳐 산이 형성되어있다.  파주쪽의 개명산 자락은 앵무봉, 안고령, 바깥고령으로 나뉘어져 부르면서 다른 산인양 여겨지고 있다. 고양시 쪽 자락은 산봉우리의 한쪽 사면만을 보고 있다. 개명산의 고양시 구간은 경사가 완만하고, 고도가 낮아 일반인의 접근이 쉽다.",559.9,412801301,개명산,20201201, , , ,경기도
경기도 양주시 장흥면 석현리,양주시청,031-8082-4114,"양주군 백석면과의 사이에 있는 해발 622m의 아담한 높이의 산으로, 고찰인 보광사가 있기도 하다.
평평한 산 정상에서 바라보면 북으로 파주시와 양주군의 나지막한 산들이 건너다보이고, 동쪽으로 죽 늘어선 불국산, 사패산, 도봉산 바위봉우리, 남쪽으로 북한산 백운대의 당당한 모습이 보인다.
산행은 보광사에서 시작하여 도솔암을 오른 후 헬기장을 거쳐 정상에 오른 후, 서릉을 거쳐 보광사로 하산하는 것이 좋다.",0.0,416300201,개명산,20201201, , , ,경기도
경기도 연천군 청산면 백의리,연천군청,031-834-2211,( - ),447.2,418000201,개미산,20201201, , , ,경기도
경상북도 청도군 운문면 대천리,청도군청,054-370-6114,( - ),317.4,478200201,개산,20201201, , , ,경상북도
서울특별시 구로구 오류동 ,구로구청,02-860-2114,( - ),0.0,115300101,개웅산,20201201, , , ,서울특별시
강원특별자치도 인제군 상남면 미산리,인제군청,033-461-2122,"오대산을 지나 설악산으로 달리던 백두대간이 갈전곡봉에 이르러 서쪽으로 가지를 뻗은 산이 개인산이다. 개인산은 개인, 삼봉, 방동약수로 유명하며 이 약수 섞인 물은 개인산의 북면을 흐르는 방대천과 서남면을 돌아가 방대천을 합하는 20km의 내린천으로 흘러들어 차례로 소양강, 북한강, 한강이 된다. 계곡은 수려하나 보이지 않고 산날은 치솟았지만, 바위를 들어내지 않는다. 공기 좋고 물이 맑아 전염병이 들지 않고 먹거리가 많다. 입구는 좁고 안은 너른 형세다. 이런 곳은 여덟 군데 살둔, 달둔, 월둔, 아침가리, 명지가리, 적가리, 곁가리, 연가리의 ‘삼둔오갈’을 두었는데 물, 불, 바람 즉 흉년, 전염병, 전쟁을 피할 수 있는 곳으로 내우외환이 끊이지 않았던 불행한 시대에 개인산은 많은 민추들을 보듬어 주었음을 역사는 전한다. 그리하여 개인산은 지리산과 금강산처럼 장엄하거나 빼어나진 않지만, 그 어느 것보다 한국적인 산이다.",1341.9,428100801,개인산,20201201, , , ,강원특별자치도
부산광역시 기장군 철마면 고촌리,기장군청,051-709-4000,( - ),450.2,267100201,개좌산,20201201, , , ,부산광역시
경기도 가평군 상면 원흥리,가평군청,031-580-2114,"개주산은 경기도 가평군 상면에 나지막이 엎드린 675m의 소담한 산이다. 남서쪽 5km에 주금산(813m), 바로 북쪽에 운악산(936m), 남쪽으로 상산(825m)에 가려 별로 빛을 보지 못한 감이 있다. 차도를 바짝 끼고 있으면서도 그냥 지나버리기 쉬운 것도 이 때문이다. 그러나 교통편이 좋고, 서울에서 불과 50km 떨어진 곳이라 부담 없는 당일 산행지로는 좋은 곳이다. 정상 남쪽에는 베네스트골프장이 있어 골프장에서 사람들이 말하고 웃는 소리, 골프공 맞는 소리가 종종 들려 심심함을 덜어준다. 멧돼지가 종종 출현하는지 골프장 외각에 전기선을 설치했으며, 함부로 들어오지 말라는 경고문이 있다. 사람들이 별로 다니지 않은 등산로는 낙엽이 많이 쌓여있으며, 등산로 곳곳에는 군인들이 훈련할 때 사용하는 '호'를 볼 수 있다.",675.5,418200301,개주산,20201201, , , ,경기도
충청남도 천안시 동남구 북면 사담리,천안시청,1577-3900,( - ),453.8,441300101,개죽산,20201201, , , ,충청남도
전라남도 화순군 도암면 등광리,화순군청,061-374-0001,"개천산은 도암면 천태리, 등광리와 춘양면 가동리 일대에 경계를 이룬 산으로 천태산과 마주한 곳에 자리하고 있으며 어느 곳에서 쳐다보아도 뾰족하게 보이는 탓에 인근 마을에서는 문필봉 또는 필봉이라 일컫기도 한다. 동쪽으로 보이는 용암산과 서로 자웅을 겨루듯 정상 부근은 바위 무리로 구성되어 있으며 특히 동쪽에 있는 바위는 아름다움을 더해 준다.",497.2,467900101,개천산,20201201, , , ,전라남도
서울특별시 강서구 개화동 ,강서구청,02-2600-6114,"김포공항 옆에 있는 개화산은 높이 131.2m, 면적은 약 386.500㎡이다. 정상에는 조선 시대에 사용했다는 봉화 터가 남아 있다. 또한, 고려 시대에 세워진 사찰 두 개가 있다. 꽃이 피는 형상 같은 지형을 가지고 있다.",128.4,115000101,개화산,20201201, , , ,서울특별시
경기도 하남시 교산동 ,하남시청,031-790-6114,( - ),292.1,414500101,객산,20201201, , , ,경기도
울산광역시 울주군 청량읍 용암리,울주군청,052-229-7000,( - ),169.5,317100301,거남산,20201201, , , ,울산광역시
전라북도 순창군 유등면 건곡리,순창군청,063-650-1114,( - ),143.3,457700201,거등산,20201201, , , ,전라북도
경상남도 고성군 거류면 거산리,고성군청,055-670-2114,"고성 동쪽의 거류면에 솟은 거류산은 고성의 진산이다. 기암과 청송, 진달래 산성 등 야산이 갖출 수 있는 조건들을 두루 갖추고 있다. 정상 가까이에 약수터가 있고 조망이 일품으로 다도해가 시원하게 보인다. 건너편 들녘에는 구절산이 보이고, 고성 전역과 한려해상의 전경이 한눈에 들어오는 산정에는 2천여 년 전 소가야 때 신라의 침공을 막기 위해 쌓은 거류산성의 흔적이 남아 있다. 이 성은 소가야 마지막 왕이 신라의 침입 때 피신처로 사용하였으나 신라가 가야를 합병함에 따라 폐성되었지만 곳곳에 산성의 자취가 남아 있고, 지금은 유적지로서 복원되었다. 소가야 때는 태조산(太朝山)이라 불렀고 조선 초기에는 거리산(巨吏山)으로, 조선 말엽에 거류산으로 부르게 되었다. 또한, 거류산이 깎아지른 듯 삼각형 모양으로 서 있는 모습이 스위스의 마터호른을 닮았다고 해서 일명 고성의 ‘마터호른’으로 불리기도 한다.",571.71,488200301,거류산,20201201, , , ,경상남도
인천광역시 남동구 장수동 ,남동구청,032-466-3811,"인천대공원 정문을 나와 부평 방향으로 가다가 서울 외곽 순환 고속국도를 타기 위해 장수 IC로 들어가면 점점 진입로가 높아지면서 오른쪽으로 군부대유격장이 들어온다. 유격장의 남쪽으로 우뚝 솟아 있는 봉우리가 거마산이다. 유격장이 있는 골짜기를 경계로 남쪽 봉우리를 중심으로 거마산, 북쪽 봉우리가 부천시에 속하는 성주산이다.",210.3,282000101,거마산,20201201, , , ,인천광역시
경상남도 거창군 웅양면 한기리,거창군청,055-940-3114,"거말산 북쪽으로 경북 김천시 대덕면 태리 골담, 암마마을이 자리하고 서쪽으로 경남 거창군 웅양면 한기리 하곡마을이 자리하며 동쪽으로 웅양면 산포리 어인동 수령이 있고 남쪽으로 금광과 구수마을이 안겨 있다. 거말산은 경상 남·북 간을 경계하는 산으로서 옛날 군사적 요충지였던 우두령 재를 동쪽에 두고 서쪽에 웅양 하성에서 대덕 태리로 넘는 배티재를 두고 있다.",0.0,488800301,거말산,20201201, , , ,경상남도
경상남도 함양군 서상면 도천리,함양군청,055-960-5114,"남쪽 기슭에 용추사(龍湫寺)가 있는 기백산(箕白山, 1,331m)을 북으로 마주하고 있다. 지우천(智雨川)은 기백산에서 발원하여 거망산 사이를 관류하여 남강으로 흘러간다. 거망산은 용추교에서 출발하여 용추폭포와 용추사를 거쳐 장자벌 입구에서 오른쪽 계곡 길을 타고 능선에서 왼쪽으로 굽어들면 정상에 닿을 수 있다. 지장골 남릉을 따라 주능선까지 오르는 산길은 억새와 조릿대ㆍ싸리나무ㆍ잡목림이 빽빽이 들어차 길이 안 보일 지경이다. 주능선을 따라 거망산으로 오르는 일대는 억새로 덮여 있다.",1184.0,488700101,거망산,20201201, , , ,경상남도
인천광역시 남동구 만수동 ,남동구청,032-466-3811,"산의 이름은 산의 모양이 마치 거머리 모습처럼 보인다 하여 원주민들의 입에서 입으로 불린 것이라 전해진다. 또한, 천주교 최초의 영세자이며 신유박해 때 순교한 이승훈 선생의 묘가 있으며, 남인이였던 그의 가족들이 오랫동안 이곳 거머리산 주위에서 살았다고 전해진다. 전형적인 도시 생활권 야산으로 주민들의 이용이 매우 많은 편이며, 산세가 높지 않고 조망이 매우 좋아 숲길 산책으로는 최고라 할 수 있겠다. 도시 숲길로서 소규모 공원을 함께 가지고 있어 무척 최적하다.",0.0,282000201,거머리산,20201201, , , ,인천광역시
충청남도 천안시 동남구 병천면 송정리,천안시청,1577-3900,"충청남도 천안시 병천면 송정리와 충청북도 청원군 오창면 성재리의 경계를 이루고 있는 산이다. 동북쪽의 덕유산, 국사봉, 서림산과 약사산을 지나 이곳 솔림산을 거쳐 수신면의 망경산으로 이어지는 충남/북의 경계를 이루는 산줄기 일부를 이루고 있다. 그리 높지는 않은 산이나 지형이 마치 거미가 거미줄을 치듯 정상부에서 사방으로 작은 봉우리와 골을 이루고 있어, 예전부터 거미산 혹은 거머산이라고도 불리고 있다. 일반 등산객은 드물고 마을 주민들이 가끔 이용하는 산행길이다. 
.",209.8,441300201,거머산,20201201, , , ,충청남도
충청북도 보은군 수한면 질신리,보은군청,043-540-3000,( - ),493.5,437200101,거멍산,20201201, , , ,충청북도
부산광역시 기장군 철마면 와여리,기장군청,051-709-4000,"기장군 철마면에 있는 거문산(543m)은 여름 등산지로 권할만한 곳이다. 산행을 시작해 1시간이면 정상에 닿을 수 있고 휴식을 포함해 3시간이면 완주할 정도로 코스가 짧은 데다 우거진 녹음이 있기 때문이다. 또 사람이 적게 다닌 곳이라 곳곳에 탐스럽게 열린 산딸기를 따 먹어 가면서 산을 오르는 즐거움을 맛볼 수 있으며 고사리 같은 산나물이 군락 이룬 자연을 구경할 수도 있다. 하산길에 수십 년 된 우리의 전통 초가를 감상할 수 있는 것도 산행 재미를 더해준다.",543.9,267100301,거문산,20201201, , , ,부산광역시
강원특별자치도 평창군 대화리 신리,평창군청,033-330-2000,"강원도 평창군 용평면과 대화면 사이에 솟아 있는 거문산은 오대산에서 서쪽으로 뻗어 내린 산줄기가 계방산에 이르러 남쪽으로 이어지면서 백적산(1,141m)에서 서쪽으로 가지를 친 능선이 금당산(1,173m)을 빚어 놓고 그 여력으로 우뚝 솟은 산이다. 이 산을 일으키고 남쪽으로 뻗어 내린 지맥은 평창강과 대화천을 가라앉힌다.
 금당산(錦塘山)·백적산(白積山)·형제봉(兄弟峰) 등과 함께 한국의 척량부(脊梁部)를 이루는 태백산맥(太白山脈)의 일부를 구성한다. 중부지방을 북서쪽으로 흐르는 한강(漢江)의 지류인 평창강(平昌江)의 발원지를 이룬다.",1173.1,427600201,거문산,20201201, , , ,강원특별자치도
강원특별자치도 고성군 죽왕면 야촌리,고성군청,033-680-3114,( - ),0.0,428200101,거북산,20201201, , , ,강원특별자치도
경상남도 의령군 대의면 마쌍리,의령군청,055-570-2114,( - ),0.0,487204901,거북산,20201201, , , ,경상남도
충청북도 진천군 이월면 신계리,진천군청,043-539-3114,( - ),0.0,437501601,거북산,20201201, , , ,충청북도
경상남도 의령군 궁류면 계현리,의령군청,055-570-2114,( - ),323.4,487200401,거장산,20201201, , , ,경상남도
대구광역시 동구 신용동 ,동구청,053-662-2000,신무동과 신용동의 경계에 있는 산이며 팔공산과 연결되어 있음.,511.3,271400101,거저산,20201201, , , ,대구광역시
전라북도 무주군 설천면 두길리,무주군청,063-320-2114,( - ),1178.3,457300101,거칠봉,20201201, , , ,전라북도
경기도 화성시 봉담읍 세곡리,화성시청,1577-4200,( - ),335.5,415900101,건달산,20201201, , , ,경기도
광주광역시 남구 원산동 ,남구청,062-651-9020,( - ),150.2,291550101,건덕산,20201201, , , ,광주광역시
강원특별자치도 원주시 문막읍 동화리,원주시청,033-742-2111,"원주시 문막읍 건등리의 구라우(건등산 남쪽 마을)와 너그내(구라우 남쪽 무산천 냇가의 마을). 북쪽에 있는 높이 260m의 산이다. 산세는 비교적 가파르며, 밤나무가 많아서 가을철 산행에 밤을 줍는 재미가 있다.",259.5,421300301,건등산,20201201, , , ,강원특별자치도
경상북도 칠곡군 지천면 심천리,칠곡군청,054-973-3321,"지천면 창평리, 심천리와 동명면 송산리를 경계로 두고 있는 산이며, 창평지, 심천지, 송산지로 이어지는 임도가 새로 닦여있다. 예전에는 건령산 능선을 따라 동명 한티재로 이어지는 성지순례 길로 이용되었으나 임도가 생김으로 숲길을 이용하는 사람이 줄어들 것으로 보인다. 정상부를 지나면 동명 저수지를 비롯해 동명의 경치를 한눈에 볼 수 있다. 숲은 주로 소나무숲으로 이루어져 솔잎 냄새로 피톤치드 효과가 있음.",521.2,478500201,건령산,20201201, , , ,경상북도
전라남도 진도군 군내면 나리,진도군청,061-544-2181,( - ),118.3,469000101,건배산,20201201, , , ,전라남도
강원특별자치도 고성군 간성읍 광산리,고성군청,033-680-3114,( - ),0.0,428200301,건봉산,20201201, , , ,강원특별자치도
전라북도 군산시 대야면 죽산리,군산시청,063-454-4000,"건장산(健壯山)은 전북 군산시 대야면 죽산리 탑동마을을 둘러싼 낮은 산으로, 북쪽으로 군산시 임피면 보석리 왕산과 연계되었고 계속 위로 가면 봉황산으로 둘러싸였고, 남쪽으로 호남평야의 시작이며 곡창지대인 만경 평야가 보이는 전망 좋은 산이다. 서쪽의 대야면 백마산과 함께 대강을 이루는 포구 역할을 감당하는 곳이다. 동쪽의 산 아래는 전설이 서려 있는 3층 석탑이 있고, 그 옆에는 청룡사라는 사찰 터가 있는데, 불에 타 없어지고 언제부턴가 새로 만든 절간이 있다. 건장산과 왕산을 합치면 말이 뛰는 형상이며, 철길을 놓으려고 산을 자를 때 피가 나왔다는 설화가 있어 지금도 그곳을 말우고개라고 부른다.",92.2,451300101,건장산,20201201, , , ,전라북도
전라남도 무안군 몽탄면 사천리,무안군청,061-450-5114,( - ),223.0,468400201,건지봉,20201201, , , ,전라남도
경상북도 상주시 중동면 회상리,상주시청,054-533-2001,( - ),421.6,472500301,건지봉,20201201, , , ,경상북도
광주광역시 남구 양과동 ,남구청,062-651-9020,( - ),325.7,291550201,건지산,20201201, , , ,광주광역시
경상북도 안동시 북후면 도진리,안동시청,054-856-5701,( - ),278.4,471706201,건지산,20201201, , , ,경상북도
전라북도 순창군 인계면 갑동리,순창군청,063-650-1114,( - ),411.9,457700301,건지산,20201201, , , ,전라북도
경상북도 안동시 도사면 온혜리,안동시청,054-856-5701,"동편 낙동강 건너에는 왕모산과 축융봉이 자리 잡고 있으며, 서편으로는 35번 국도를 넘어 국망봉과 용두산이 능선을 이루고 있다. 건지산은 낙동강과 35번 국도가 둥글게 감싸고 있어 때 묻지 않은 자연의 산으로 각종 산야초가 가득한 산이다. 등산객들은 자주 찾지 않는 산이며 계절별 버섯 및 산나물 채취인들이 많이 찾는 곳이다.",557.0,471700201,건지산,20201201, , , ,경상북도
전라남도 나주시 봉황면 송현리,나주시청,061-339-8114,( - ),0.0,461700201,건지산,20201201, , , ,전라남도
전라북도 존주시 덕진구 덕진동1가 ,전주시청,063-222-1000,"도천봉에서 장구봉으로 이어진 자락은 장구봉을 중심으로 열십자를 그으며 다시 세 자락으로 나뉜다. 한 자락은 방죽안 뒷산을 이루고, 곧장 뻗어 내린 자락은 천마산으로 솟았다가 사금평까지 부챗살처럼 갈라지고 또 한 자락은 떼밭날, 갈마봉으로 이어져 건지산을 형성한다. 활잡이 주를 이루나 전주시와 전북대학교의 꾸준한 조림 및 관리로 수종이 타 공원보다 다양하다.",99.4,451100301,건지산,20201201, , , ,전라북도
충청남도 공주시 이인면 초봉리,공주시청,1899-0088,( - ),237.0,441500201,건지산,20201201, , , ,충청남도
충청남도 서천군 한산면 지현리,서천군청,041-950-4114,"건지산(乾芝山)은 한산면 내 지현리와 호암리 사이에 있으며, 서천군에 통합되기 이전 옛 한산군의 중심지이며 현재도 서천 동부지역의 중심지이다. 건지산은 높은 편은 아니나 정상에서 바라보면 금강 하류와 서해를 관망할 수 있다. 지리적으로 금강 하류의 수륙 교통의 요지였으나 현재는 금강하굿둑의 건설로 그 기능을 상실하였다.",0.0,447700101,건지산,20201201, , , ,충청남도
경기도 양평군 양동면 금왕리,양평군청,031-773-5101,( - ),266.7,418300401,건지산,20201201, , , ,경기도
경기도 용인시 처인구 원삼면 맹리,용인시청,1577-1122,( - ),410.6,414600201,건지산,20201201, , , ,경기도
경상남도 거창군 거창읍 가지리,거창군청,055-940-3114,"거열산(건흥산)은 백두대간의 덕유 대봉에서 남쪽으로 내린 산줄기의 끄트머리에 솟은 지맥이다. 거창읍의 바로 뒤편에 위치하여 거창읍의 진산(鎭山)으로 불린다. 거창의 다른 산들에 비해 높지는 않으나 정상에 오르면 거창읍이 한눈에 내려 보인다. 서쪽으로 금원 기백 남덕유가, 동북으로는 수도 양각 보해 금귀산이, 동남으로 미녀봉 오도산 감악산이 시야에 들어온다. 거창읍 상림리와 가지리에 걸쳐있다. 산 북쪽으로 아홉산 취우령이 있으며 남쪽으로 소분지의 건흥평전이있다.",573.2,488800401,건흥산,20201201, , , ,경상남도
경기도 하남시 하산곡동 ,하남시청,031-790-6114,"하남시청에서 동쪽으로 5km 떨어져 있는 산으로 일설에 의하면 검단선사가 은거하였다 하여 검단산으로 불린다. 산행 초입은 야산과 같아 느낌을 주지만 산 중간쯤 오르면 어느 산 못지않게 뛰어난 숲과 아름다운 풍경과 고사목이 군데군데 널려 있다. 정상은 넓은 공터로 사방이 확 트여 있고 팔당댐은 물론, 북한강과 남한강의 합류 지점인 양수리 일대를 시원하게 내려다볼 수 있으며 예봉산, 운길산, 도봉산, 북한산 등을 조망할 수 있다. 검단산 산행 들머리인 배알미동은 ‘도성을 떠나는 사람들이 이곳부터는 임금이 거처하는 곳이 보이지 않거나, 또는 멀리서 도성 근처로 다가오는 길손이 이곳에 들면 임금을 찾아뵈울 수 있게 된다’는 설이 전해지는 마을이다. 검단산은 최근에 지어진 ‘통일정사’로 인해 불경을 들으며 산행을 시작할 수 있다.",658.4,414500201,검단산,20201201, , , ,경기도
경상남도 함안군 함안면 대산리,함안군청,055-580-2114,( - ),0.0,487300201,검단산,20201201, , , ,경상남도
경기도 광주시 남한산성면 검복리,광주시청,031-760-2000,( - ),536.4,416100201,검단산,20201201, , , ,경기도
전라남도 영광군 군남면 양덕리,영광군청,061-350-5114,( - ),112.7,468702001,검덕산,20201201, , , ,전라남도
경상북도 영양군 수비면 본신리,영양군청,054-682-2241,"검마산은 영양군과 울진군의 경계 지점에 위치하고 있으며 정상의 높이는 해발 1,023M 이다. 낙동정맥이 지나가는 길목이기도 한 이산은 산세가 전체적으로 웅장하며 산 중턱까지 임도가 지나가고 중턱 바로 위로부터는 칼날 같은 기암들이 뽀곡히 박혀 있다. 산의 북쪽 계곡엔 금강송 군락지가 있어 한층 더 아름다움을 더 하며 산의 동남쪽 계곡은 검마산 자연휴양림이 있어 연중 내내 많은 사람들이 즐겨 찾는다. 산 전체에 펼쳐져 있는 참나무와 활엽수는 금강송 소나무와 멋진 조화를 이뤄 웅장한 아름다움을 더 한다 하겠다.",0.0,477600101,검마산,20201201, , , ,경상북도
전라남도 신안군 흑산면 사리,신안군청,061-271-1004,( - ),213.5,469100101,검머리,20201201, , , ,전라남도
경상남도 산청군 단성면 묵곡리,산청군청,055-970-6000,( - ),0.0,488600701,검무봉,20201201, , , ,경상남도
경상북도 안동시 풍산읍 오미리,안동시청,054-856-5701,( - ),283.8,471700301,검무산,20201201, , , ,경상북도
전라남도 무안군 현경면 오류리,무안군청,061-450-5114,( - ),332.0,468400301,검무산,20201201, , , ,전라남도
강원특별자치도 춘천시 남산면 강촌리,춘천시청,033-253-3700,검봉은 춘천시 남산면 강촌리 북한강 변에 솟아 있으며 구곡폭포로 유명한 봉화산(487m)과 산줄기를 잇고 있다. 봉화산과 이웃해 있어 구곡폭포 방향을 산행 기점으로 삼을 수도 있으나 구곡폭포에서 문배마을에 이르는 널따란 길이 나 있어 산행 첫머리로는 어울리지 않아 강촌리 강 선사를 들머리로 하는 것이 보통이다. 검봉은 칼을 세워 놓은 것처럼 생겼다고 해서 칼봉으로도 불린다. 또 주위 경관이 아름다워 사계절 내내 많은 관광객이 찾고 있으며 특히 겨울철에는 빙벽 교육 장소로도 인기 있다. 강촌역 뒤 강 선사로 오르면 첫 번째 봉우리에서 오른쪽으로는 의암호가 보이며 왼쪽으로는 경기도와 경계 지점인 도계휴게소 및 강촌휴게소가 보인다. 아득하게 보이는 발아래 경치를 감상한 뒤 능선을 따라 2~3시간 정도 오르면 아홉 구비 계곡을 돌아볼 수 있는 구곡정이 나타나며 50여m 높이의 구곡폭포에서 물안개를 일으키며 떨어지는 물줄기가 보인다.,104.3,421100201,검봉산,20201201, , , ,강원특별자치도
충청남도 홍성군 은하면 목현리,홍성군청,041-630-1114,( - ),133.1,448000201,검봉산,20201201, , , ,충청남도
강원특별자치도 삼척시 원덕읍 옥원리,삼척시청,033-572-2011,산불피해지여서 자연경관은 그다지 좋지 않으나 빠른 자연복구로 인하여 자연경관이 서서히 옛 모습을 찾아가고 있다. 산의 높이는 그다지 높지 않은 편이나 훼손지역이 틈틈이 보여 약간 위험하나 복구를 하면 위험한 곳이 없으므로 산행이 편한 곳이다.,686.4,422300401,검봉산,20201201, , , ,강원특별자치도
전라북도 군산시 옥도면 어청도리,군산시청,063-454-4000,( - ),103.1,451300201,검산봉,20201201, , , ,전라북도
전라남도 화순군 한천면 오음리,화순군청,061-374-0001,( - ),403.8,467900201,검설산,20201201, , , ,전라남도
경기도 구리시 갈매동 ,구리시청,031-557-1010,"검암산은 중랑구 신내동과 구리시 갈매동 경계에 있는 산으로 구릉산으로 부르기도 한다. 동구릉으로 알려져 있고 북쪽으론 불암산을 바라보고 있으며 남서쪽으론 봉화산이 보인다. 정상이후로 서울시와의 경계를 이루며 군부대가 주둔하고 있어 사람의 출입이 잦은곳은 아니다. 원래 아차산줄기에서 뻗어나와 이어지는 곳이었지만 태릉구리간 고속도로로 인해 맥이 끊겨있다. 구릉산은 불암산과 망우산 사이에 솟아 있는 표고 177.9m의 잔구성 산지이다. 구릉산의 산세는 남북으로 향해 있으면서 동쪽으로 흐르는 계류는 왕숙천을 이루고, 서쪽으로 흐르는 계류는 묵동천 을 거쳐 중랑천을 이루어 한강으로 합류된다. 구릉산의 지질을 보면 북서쪽은 화강암, 동남쪽은 호상편마암으로 이루어졌다. 토양은 산성암지역으로 산록지 토양과 저구릉곡간 토양이 혼합되어 있다. 구릉산의 수림은 소나무가 울창한 동구릉 일대를 제외하고 산림녹화를 위해 속성으로 식목한 아까시나무가 대종을 이룬다. 그외 자연수종으로 상수리나무·굴참나무·싸리나무 등이 있으며, 주택가 기슭에는 배나무·복숭아나무 등이 식재된 과수원이 발달되어 있다.",0.0,413603301,검암산,20201201, , , ,경기도
전라남도 곡성군 오산면 선세리,곡성군청,061-363-2011,( - ),488.0,467200101,검장산,20201201, , , ,전라남도
충청북도 청주시 상당구 산성동 ,청주시 상당구청,043-201-5114," 것대산은 상당산 위쪽에 있는 산으로 해발 484m의 높은 산이다. 일명 '거질대산', '상령산'이라고도 한다. 것대산에는 조선 시대에 봉수가 있어 남쪽으로는 문의현(文義縣)의 소이산(所伊山), 북쪽으로는 진천현(鎭川縣)의 소을산(所乙山)봉수와 연계되었다. 식생은 소나무를 비롯하여 참나무, 단풍나무가 있어서 가을이면 산이 아름답다. 또한 지형은 그리 험하지 않아 등산객들이 자주 이용하는 산이기도 하다.",0.0,431105201,것대산,20201201, , , ,충청북도
